1;0;0;;0
1;8;17;43,10,9,14,18,49,1,17,47,15;0
2;0;0;;0
3;0;0;;0
4;0;0;;0
5;0;0;;0
6;0;0;;0
6;0;48;27,49,48,5,22,6,39,42,11,8;0
7;0;0;;0
7;8;5;45,12,11,43,31,47,17,23,37,5;0
7;9;34;29,14,47,41,21,34,20,9,4,33;0
7;7;17;15,36,37,16,10,39,42,5,17,1;0
8;0;0;;0
8;3;48;17,42,0,16,1,29,48,33,43,3;0
8;4;7;7,27,34,11,2,3,16,30,12,44;0
9;0;0;;0
10;0;0;;0
10;5;17;31,17,4,24,16,23,7,30,19,34;0
10;5;42;5,42,25,16,3,29,37,10,47,32;0
11;0;0;;0
11;3;36;36,29,22,13,37,11,44,34,31,25;0
11;8;10;4,45,6,3,38,22,27,23,37,10;0
11;9;10;44,8,17,41,13,4,15,10,49,22;0
11;4;24;6,44,30,32,37,25,24,26,2,27;0
11;6;10;10,27,32,4,39,49,19,0,29,43;0
11;6;20;48,47,34,12,40,7,16,19,20,26;0
12;0;0;;0
12;9;11;29,16,43,10,5,13,1,27,35,11;0
12;8;6;27,49,44,41,46,6,8,39,43,11;0
12;5;7;40,43,20,24,49,28,26,14,7,13;0
12;0;22;24,33,22,23,45,41,1,18,7,40;0
12;5;15;20,30,31,17,5,44,27,18,12,15;0
13;0;0;;0
14;0;0;;0
14;8;44;12,26,37,32,45,6,44,36,49,14;0
15;0;0;;0
16;0;0;;0
16;6;26;10,8,29,3,26,24,45,47,27,18;0
16;8;40;33,47,14,32,26,40,36,41,13,6;0
16;0;26;21,31,25,38,47,2,26,23,20,43;0
16;2;11;28,16,45,1,31,23,17,24,11,7;0
16;7;30;47,49,11,8,10,43,30,31,7,19;0
16;5;11;4,9,11,46,24,2,37,10,27,41;0
17;0;0;;0
17;4;11;2,38,6,31,48,21,44,36,19,11;0
18;0;0;;0
18;6;44;1,30,44,16,7,48,29,4,6,11;0
18;7;4;47,16,4,20,18,10,22,29,27,26;0
18;6;37;47,9,46,18,3,26,36,4,37,30;0
18;2;40;40,48,20,2,11,4,31,8,12,45;0
19;0;0;;0
19;8;8;45,25,43,34,32,33,11,8,17,37;0
19;7;5;18,5,15,8,13,38,10,39,0,34;0
19;0;2;2,27,48,34,4,17,47,33,5,28;0
20;0;0;;0
20;9;5;42,37,12,32,2,5,29,30,47,0;0
20;3;16;2,13,31,38,8,47,16,39,1,44;0
20;5;27;48,0,27,39,20,12,30,49,41,28;0
20;6;11;22,45,35,11,5,30,3,8,24,15;0
21;0;0;;0
21;2;28;4,40,26,0,28,36,14,1,32,45;0
22;0;0;;0
22;7;24;13,2,10,19,24,26,45,18,0,11;0
22;6;38;25,11,6,24,38,35,39,29,20,34;0
23;0;0;;0
24;0;0;;0
24;1;9;5,12,40,18,9,41,49,20,26,28;0
24;1;2;2,29,35,22,6,19,27,36,34,13;0
25;0;0;;0
26;0;0;;0
26;8;46;19,17,10,11,46,30,29,45,1,6;0
27;0;0;;0
27;4;5;19,25,5,11,2,20,28,30,48,37;0
27;4;24;11,20,4,21,23,34,3,48,24,1;0
27;2;41;14,30,40,17,10,36,41,7,22,47;0
27;9;29;46,7,47,18,8,15,23,43,4,29;0
27;1;27;27,32,31,38,8,3,30,29,20,5;0
27;8;26;13,43,7,0,8,44,11,17,26,28;0
27;3;4;38,3,6,8,46,43,17,4,23,11;0
27;0;21;48,21,25,42,12,47,28,29,38,33;0
27;5;42;1,13,24,17,49,16,42,33,18,48;0
27;6;47;31,2,41,17,47,30,33,18,7,43;0
28;0;0;;0
28;9;17;46,15,33,25,17,42,45,43,19,44;0
28;1;40;3,15,36,10,40,6,39,4,33,16;0
28;5;20;38,43,33,31,20,27,15,42,47,48;0
28;0;46;18,17,23,46,3,10,39,13,28,26;0
28;9;18;18,34,49,15,6,8,12,5,23,35;0
28;1;24;30,24,17,26,42,18,16,40,1,39;0
28;2;46;23,1,19,15,16,0,46,13,7,9;0
28;1;28;23,31,28,9,2,30,21,43,24,40;0
28;0;39;6,41,0,40,16,39,48,17,8,10;0
29;0;0;;0
29;6;43;43,29,46,18,1,49,42,31,4,28;0
29;9;9;36,0,46,2,9,8,17,38,3,42;0
29;2;20;22,2,14,16,9,25,21,20,30,40;0
30;0;0;;0
31;0;0;;0
32;0;0;;0
32;5;33;34,6,21,4,33,27,5,42,26,47;0
32;4;11;27,28,25,8,33,46,7,22,18,11;0
32;9;47;26,49,41,8,18,22,4,44,47,20;0
32;9;18;4,16,1,33,14,18,22,12,2,17;0
32;4;8;34,11,46,44,1,7,4,35,27,8;0
32;6;31;8,31,40,38,33,21,1,47,2,32;0
32;9;24;23,30,13,36,16,24,48,32,35,19;0
33;0;0;;0
34;0;0;;0
34;8;5;5,28,40,11,16,48,3,17,33,49;0
34;7;1;45,1,35,13,10,39,20,14,11,6;0
35;0;0;;0
35;5;33;37,6,34,12,39,20,33,43,11,0;0
35;3;47;47,23,22,46,2,17,1,12,42,27;0
35;7;27;31,49,36,19,25,47,13,27,22,14;0
36;0;0;;0
37;0;0;;0
38;0;0;;0
38;7;29;30,29,6,11,35,38,32,44,8,0;0
38;6;36;36,28,39,47,45,25,3,19,48,35;0
39;0;0;;0
40;0;0;;0
41;0;0;;0
41;2;26;26,29,17,42,19,39,44,14,15,31;0
41;0;38;29,38,5,42,34,7,35,48,39,25;0
41;5;40;12,42,7,40,16,11,38,41,36,48;0
42;0;0;;0
42;9;5;8,5,33,42,10,45,34,14,3,9;0
42;3;43;11,43,6,18,36,31,40,35,37,16;0
43;0;0;;0
44;0;0;;0
45;0;0;;0
45;5;49;36,31,18,17,37,28,38,15,49,47;0
45;3;48;23,40,33,8,34,48,3,42,14,20;0
45;1;13;4,32,31,38,43,13,23,39,18,47;0
45;2;31;3,38,41,26,45,18,31,42,7,32;0
45;2;36;48,28,36,32,10,20,23,34,27,49;0
45;9;36;36,35,45,22,26,48,17,32,23,13;0
45;3;6;6,34,36,14,10,2,4,1,32,39;0
45;1;28;10,28,33,2,31,37,40,13,24,30;0
45;8;43;34,43,47,16,11,10,42,45,15,27;0
45;1;11;41,11,15,9,38,26,14,0,36,18;0
45;2;31;5,47,12,3,43,31,13,2,24,29;0
46;0;0;;0
46;7;41;44,5,23,43,41,3,1,0,29,36;0
47;0;0;;0
48;0;0;;0
49;0;0;;0
50;0;0;;0
50;6;31;32,31,16,46,39,21,49,14,41,25;0
50;6;4;40,19,4,47,18,22,38,29,33,16;0
50;7;5;36,28,21,20,24,39,4,38,12,5;0
50;0;40;49,34,39,15,40,21,2,17,20,24;0
51;0;0;;0
51;5;42;42,23,20,47,34,35,1,4,2,10;0
52;0;0;;0
52;7;11;33,31,29,27,49,5,10,20,0,11;0
52;3;45;45,48,2,18,39,22,31,4,3,16;0
52;9;49;48,39,49,19,8,14,43,21,38,25;0
52;2;16;24,4,7,6,16,43,35,38,26,13;0
52;5;23;23,31,45,13,30,37,27,48,2,43;0
52;4;39;9,17,41,11,7,18,15,39,31,27;0
52;6;4;40,19,44,31,37,10,0,20,34,4;0
53;0;0;;0
53;0;8;10,2,31,17,4,46,47,8,13,19;0
53;4;19;47,26,28,21,8,35,10,43,19,37;0
53;7;21;47,4,14,42,27,17,11,18,23,21;0
53;5;11;44,40,7,11,27,3,34,47,18,9;0
53;1;47;11,45,0,24,18,39,48,32,42,47;0
53;6;9;39,42,36,6,10,43,29,9,5,15;0
54;0;0;;0
54;6;5;25,34,36,46,40,26,5,43,33,13;0
54;6;49;19,5,25,40,0,7,20,1,31,49;0
54;8;33;27,33,2,49,9,14,16,19,37,26;0
54;5;13;15,49,17,39,23,13,2,21,41,12;0
54;9;10;10,1,29,27,30,24,37,42,45,2;0
55;0;0;;0
56;0;0;;0
56;3;12;7,15,41,27,43,1,42,8,5,12;0
56;3;28;21,8,9,13,46,36,44,32,37,28;0
56;0;47;27,10,22,30,9,19,47,15,8,38;0
56;4;19;22,36,32,46,19,10,13,38,12,16;0
56;1;45;27,49,26,45,21,20,4,8,41,47;0
57;0;0;;0
57;1;18;29,10,18,9,49,38,43,42,32,19;0
58;0;0;;0
58;2;42;45,7,32,33,38,1,42,43,20,37;0
58;1;34;36,49,7,34,15,2,1,42,14,31;0
58;7;6;29,10,11,41,33,16,35,2,6,9;0
58;3;46;7,36,40,33,6,3,38,8,39,46;0
59;0;0;;0
59;8;28;40,7,22,31,34,28,46,36,18,21;0
60;0;0;;0
60;5;37;19,31,32,45,37,36,38,23,47,41;0
60;3;2;33,43,36,19,40,47,30,12,2,34;0
61;0;0;;0
62;0;0;;0
63;0;0;;0
63;3;44;34,48,13,44,31,2,3,17,4,9;0
63;9;34;0,13,8,49,29,46,42,17,10,34;0
63;3;38;21,47,26,1,36,11,10,15,38,27;0
63;6;28;31,20,6,21,40,38,1,19,46,28;0
63;3;40;40,9,11,44,16,7,35,47,14,4;0
63;3;14;28,34,37,1,36,48,3,10,49,14;0
63;9;29;36,12,37,28,40,6,48,10,29,35;0
63;6;26;26,33,21,14,30,32,5,25,22,31;0
64;0;0;;0
64;8;40;40,25,35,26,19,37,45,42,15,7;0
65;0;0;;0
65;6;44;16,44,39,14,34,3,37,1,26,31;0
65;9;22;20,18,22,42,25,5,0,29,17,45;0
65;6;32;4,38,30,15,12,24,32,22,29,47;0
65;9;32;48,32,5,16,46,23,19,26,33,17;0
65;1;6;33,14,37,25,8,43,9,44,6,20;0
65;0;5;23,2,3,5,6,26,49,28,36,33;0
65;6;20;45,31,27,3,13,34,1,2,38,20;0
66;0;0;;0
66;2;42;45,33,41,42,12,44,9,35,3,47;0
66;3;34;34,10,36,32,29,9,49,0,47,31;0
66;7;9;32,9,36,40,38,31,33,43,6,10;0
66;5;30;6,35,11,43,0,5,30,15,14,13;0
66;7;4;32,47,37,49,1,25,3,5,4,8;0
66;0;27;0,41,6,24,29,1,40,21,45,27;0
67;0;0;;0
68;0;0;;0
69;0;0;;0
70;0;0;;0
